Date,Open,High,Low,Close,Volume
2025-01-02,422.4139505741353,422.9500047735069,411.81216477472935,415.5148315429688,16896500
2025-01-03,417.996542116602,420.92495225496697,416.4678408938124,420.24993896484375,16662900
2025-01-06,424.8658449852562,431.1395722098291,422.36430932720185,424.7169494628906,20573600
2025-01-07,425.8585238529445,427.49643519355806,417.7185585987197,419.2770690917969,18139100
2025-01-08,420.3590683350305,423.8433749158129,418.4531451224049,421.4510192871094,15054600
2025-01-10,421.5205405563737,421.5999414060332,411.98089654314987,415.8821411132813,20201100
2025-01-13,412.1992770786573,415.4354144937977,409.2708974707551,414.135009765625,17604800
2025-01-14,414.7504731982745,416.6663329915462,407.7123952362894,412.6261596679688,16935900
2025-01-15,416.06081709812753,425.01475491103537,415.20709891745935,423.188232421875,19637800
2025-01-16,425.56071106349873,426.34490420898106,421.2822749228641,421.4708557128906,15300000
2025-01-17,430.9112808415576,431.298439525524,425.034648254084,425.8883361816406,26197500
2025-01-21,427.0497766230712,427.7446325404098,422.4834550906912,425.3622131347656,26085700
2025-01-22,434.35587089419175,443.9947588601348,432.8072967513622,442.9326171875,27803800
2025-01-23,438.7633112450764,443.4785278251988,438.266972657695,443.4388122558594,18389300
2025-01-24,441.9002090925553,443.3792885037775,438.1677329312852,440.8082580566406,15549500
2025-01-27,420.9051049056437,432.0131661377311,420.3988297966623,431.3778381347656,35647800
2025-01-28,431.4175234893937,445.0966142937209,428.2211016468738,443.9252624511719,23491700
2025-01-29,443.41900040059096,443.60761150041753,437.1750520555274,439.0909118652344,23581400
2025-01-30,415.7034295288443,419.7634757332681,410.1345248522129,411.95111083984375,54586300
2025-01-31,415.911907348454,417.6093768911104,411.8717038429144,412.0205993652344,34161900
2025-02-03,408.5859323997036,412.3680300232083,405.6674590737405,407.9109191894531,25679100
2025-02-04,409.6679752687522,410.8889791877868,406.739565274027,409.3503112792969,20532100
2025-02-05,409.3304917519487,410.7996347714461,407.3947588943965,410.26361083984375,16316700
2025-02-06,410.9683447102107,415.1376009046221,410.9683447102107,412.7750244140625,16309800
2025-02-07,413.4302096384315,415.58430218979566,405.1115698860282,406.7494812011719,22886800
2025-02-10,410.6804954197058,412.41768060214906,407.9109477120237,409.201416015625,20817900
2025-02-11,406.6402867338733,409.4693924071674,406.3027498403555,408.4270935058594,18140600
2025-02-12,404.2280919312538,407.742177856358,401.4088921943929,406.0447082519531,19121700
2025-02-13,404.0196057632089,407.9903144193584,403.3842778370556,407.53369140625,23891700
2025-02-14,404.8038502840872,405.91564391864586,402.9078331667541,405.4391479492188,22758500
2025-02-18,405.012314606688,407.593281493885,403.5232987441634,406.6403198242188,21423100
2025-02-19,404.89319663470326,412.447455873821,404.6648699641124,411.7327270507813,24114200
2025-02-20,413.0755545581438,417.07410775463984,410.3402184035009,413.91107177734375,23508700
2025-02-21,415.1145844657973,415.8207899827264,405.71499358869687,406.03326416015625,27524800
2025-02-24,406.3316944915949,407.1870941067446,397.1906962904959,401.8457336425781,26443700
2025-02-25,398.9612079589026,399.77684273234365,394.5846762878954,395.77825927734375,29387400
2025-02-26,395.8877115559134,401.44790050472056,392.1477511905504,397.5985412597656,19619000
2025-02-27,399.1302751559888,403.5764407452776,390.0788238664077,390.4368896484375,21127400
2025-02-28,390.5662102627109,395.5097097881717,384.50868780557136,394.87310791015625,32845700
2025-03-03,396.693360360252,396.693360360252,384.1008642400347,386.4184265136719,23007700
2025-03-04,381.3555708063787,390.4866125450391,378.9683745181786,386.5377807617188,29342900
2025-03-05,387.2639110911412,399.52818059067016,386.73673843465946,398.8816223144531,23433100
2025-03-06,392.1775831353154,400.0056131492676,390.586108729763,394.773681640625,23304600
2025-03-07,390.2280267594304,392.6947831487431,383.4841811851977,391.2127380371094,22034100
2025-03-10,383.7825477685313,384.3395592028592,375.208517809933,378.1328430175781,32840100
2025-03-11,376.9790758271751,383.941750050896,374.9002238801034,378.4213562011719,30380200
2025-03-12,380.9080172396425,383.1659020465141,376.92934634163805,381.2262878417969,24253600
2025-03-13,381.1168495701804,383.2653352756173,375.4373059496749,376.750244140625,20473000
2025-03-14,377.7548866940246,388.1491759928466,377.4863373507309,386.4880676269531,19952800
2025-03-17,384.6379840789578,390.61591588488574,383.5140048019888,386.6273193359375,22474300
2025-03-18,385.0060336134189,385.3044217812384,379.0678662350177,381.4749450683594,19486900
2025-03-19,383.4742167490776,387.6020814133235,381.9523764633006,385.75201416015625,19185500
2025-03-20,383.6831116484138,389.700869489674,381.2362375881449,384.7772521972656,18470500
2025-03-21,381.1765391094654,389.6510965833373,380.7587653391681,389.1736755371094,39675900
2025-03-24,393.29158399443577,393.29158399443577,387.73139545576913,390.9839477539063,21004500
2025-03-25,391.8195087441688,394.2464699747621,390.54633531859656,393.0528869628906,15775000
2025-03-26,392.89374127883343,393.2020858372719,386.4980352565975,387.89056396484375,16108400
2025-03-27,388.049701698404,390.1484359049866,385.334248040344,388.4972839355469,13766800
2025-03-28,386.01060482786494,387.0550240639985,374.920066699825,376.7800903320313,21632000
2025-03-31,370.5534967757106,375.0593400396717,365.281739990126,373.3883056640625,35184700
2025-04-01,372.6522059403994,380.8084923075966,371.2397949635195,380.1520080566406,19689500
2025-04-02,375.95454781806535,383.0266205201498,374.6117403662579,380.1023254394531,16092600
2025-04-03,372.7914870401276,375.4671453752222,367.38049274092737,371.1204223632813,30198000
2025-04-04,362.1883363320907,372.5925514540549,357.5631378295283,357.92120361328125,49209900
2025-04-07,349.00902084094025,369.021730877009,342.9514979578054,355.9517822265625,50425000
2025-04-08,366.2963320079612,371.65757505461033,348.38235725741856,352.6693725585937,35868900
2025-04-09,351.65482301024804,391.1331859860626,351.2171667990214,388.4077758789063,50199700
2025-04-10,380.02273387837465,381.8529187789652,365.838762955237,379.3165283203125,38024400
2025-04-11,378.61031016462425,387.9701060709541,376.8696417711553,386.378662109375,23839200
2025-04-14,391.1232211496066,392.5455886279536,382.1612557582716,385.7420654296875,19251200
2025-04-15,386.438362279428,389.80034400082167,382.1115516637576,383.6731872558594,17199900
2025-04-16,378.6401657518634,379.5751254610235,366.0377126687907,369.6284484863281,21967800
2025-04-17,371.7570454382328,372.3240133010547,364.9336397230584,365.8188781738281,21120200
2025-04-21,360.88533011613976,362.5364820854384,353.7734623702264,357.2050476074219,20807300
2025-04-22,361.44235434917846,365.80892977570767,357.94110461161955,364.864013671875,19485000
2025-04-23,374.05472426245655,378.3616523034824,371.0309260243866,372.3936462402344,20545500
2025-04-24,373.6966511817788,386.3786638188774,373.1893609627435,385.2347717285156,22232300
2025-04-25,384.93638434344297,390.068873110604,382.54918803088736,389.7605285644531,18973200
2025-04-28,389.8699407631016,390.64578035007287,384.5783317017626,389.07421875,16579400
2025-04-29,389.2134631219311,392.9932186361511,388.29838582664536,391.9388732910156,14974000
2025-04-30,388.21877036685504,394.54487238441686,382.39003252749313,393.15234375,36461100
2025-05-01,428.8111662318345,434.65981700987567,422.6342884776108,423.1316223144531,58938100
2025-05-02,429.4378217113229,437.0967751187732,427.6971532418887,432.9589538574219,30757400
2025-05-05,430.5617862640975,437.1564377240829,429.80582912695047,433.8442077636719,20136100
2025-05-06,429.8953841273505,435.3958951923776,428.8708776295015,430.99945068359375,15104200
2025-05-07,431.5266230555768,435.7837995157977,428.8111693588705,431.0392456054688,23295300
2025-05-08,435.5948162408885,441.30422944958144,433.3369315017373,435.8335571289063,23491300
2025-05-09,437.6537503899646,438.3897947111605,433.55572467490674,436.3905334472656,15324200
2025-05-12,443.5621064267163,446.9738092745622,437.43494989219903,446.8644104003906,22821900
2025-05-13,445.392292323668,448.2668964878236,442.9851831830833,446.74505615234375,23618800
2025-05-14,445.750387563396,451.4796527444761,445.750387563396,450.5247802734375,19902800
2025-05-15,449.1894577663049,454.5904670438241,448.8506535548848,451.5411987304688,21992300
2025-05-16,450.4649981824022,452.7668963665248,447.1566619661563,452.6772155761719,23849800
2025-05-19,449.299072638698,457.9785240250479,449.2193361148497,457.2610473632813,21336500
2025-05-20,453.9925667897047,456.73292449884485,452.727030722745,456.56353759765625,15441800
2025-05-21,452.97614166677727,456.17487788050977,450.2258093649285,450.983154296875,19216900
2025-05-22,453.3548479183862,458.63625267798704,452.3085112248664,453.26513671875,18025600
2025-05-23,448.4022819903825,452.0992653985463,447.3360263474386,448.6015625,16883500
2025-05-27,454.879446629969,459.3337746022176,454.5206930911693,459.0746765136719,20974300
2025-05-28,459.6028599574514,460.8982897002573,455.3278931492698,455.7563781738281,17086300
2025-05-29,459.9316790284528,460.1010963469304,453.71356774793736,457.0717468261719,13974800
2025-05-30,458.1080789456966,460.0611980570071,453.942742633105,458.7458190917969,34770500
2025-06-02,455.5371682861151,460.4897130383124,455.2880448481698,460.3502197265625,16626500
2025-06-03,459.85196958801225,462.5126212670428,459.24409259023946,461.3467102050781,15743800
2025-06-04,462.3730793208357,464.0571561158632,461.3965045417047,462.2435302734375,14162700
2025-06-05,463.3296970825432,468.00325491639626,462.4029652503908,466.0401611328125,20131700
2025-06-06,468.4417212017894,471.6803257365932,467.1363168836836,468.730712890625,15285600
2025-06-09,468.05311353771793,471.77001565920176,466.9768832876908,471.0924072265625,16469900
2025-06-10,469.53787169847936,471.1422119678432,465.3226923748716,469.2688293457031,15375900
2025-06-11,468.37197033665615,473.8028733097887,468.01324719222674,470.9628601074219,16399200
2025-06-12,473.3544415367432,478.7355320169793,471.8597009390277,477.1909484863281,18950600
2025-06-13,474.7395752703882,477.4998519181197,471.1023792861798,473.2946472167969,16814500
2025-06-16,473.5437784887318,479.00457509504827,473.3345233196989,477.46002197265625,15626100
2025-06-17,473.7331030955977,477.06138843382047,472.4177241014044,476.3638610839844,15414100
2025-06-18,476.3239856832242,479.313466764918,472.7963894918646,478.5561218261719,17526500
2025-06-20,480.53918652379775,481.76485435953526,475.1979642712812,475.7261047363281,37576200
2025-06-23,476.5332346653025,486.0397928967888,470.8532389300749,484.2959289550781,24864000
2025-06-24,487.23560408546166,490.1254297173699,485.0931183138473,488.3915100097656,22305600
2025-06-25,490.314771223071,492.8259244123759,487.6740689863978,490.5439453125,17495100
2025-06-26,491.2514824256969,496.29373818928514,491.0820651135433,495.705810546875,21578900
2025-06-27,495.80545117387857,497.54931522943417,491.30131038962224,494.20111083984375,34539200
2025-06-30,495.2972567719388,499.0042146991214,493.5932305818623,495.66595458984375,28369000
2025-07-01,494.7292533047111,496.30370004913976,489.2585123483102,490.3247375488281,19945400
2025-07-02,488.2719538404123,491.76965656989233,486.9864988221965,489.36810302734375,16319600
2025-07-03,492.07857999859937,498.3764278450543,491.7098821739863,497.0909423828125,13984800
2025-07-07,495.6360493014733,497.0012408266234,493.4935938943106,495.974853515625,13981600
2025-07-08,495.4965138505155,496.4531696907806,492.3774837277821,494.8786926269531,11846600
2025-07-09,498.54580110123976,505.003091421344,497.9877670451218,501.74456787109375,18659500
2025-07-10,501.2861517097084,502.67129257213526,496.0047471787155,499.7216796875,16492100
2025-07-11,496.72223609239006,503.259232597868,496.054571905536,501.5552368164063,16459500
2025-07-14,499.7615155353931,502.2029372942231,499.273243347857,501.2562561035156,12058800
2025-07-15,501.2562471634966,506.51773265302506,501.027073076573,504.0464477539063,14927200
2025-07-16,503.4086777923076,504.9432865983328,500.1302354297381,503.8471374511719,15154400
2025-07-17,503.9069415603956,511.5699807689203,503.84715436950415,509.9058532714844,17503100
2025-07-18,512.6760872301095,512.8355602906365,505.6508184267905,508.2616271972656,21209700
2025-07-21,504.9333159392007,510.2944873398053,503.77737959397786,508.2715759277344,14066800
2025-07-22,509.1784090675831,509.4076135762761,503.4983825683594,503.4983825683594,13868600
2025-07-23,504.97320231513,505.0130705796572,498.9444273574923,504.0962829589844,16396600
2025-07-24,506.9860970449216,511.86891017220256,505.5212500656798,509.0887145996094,16107000
2025-07-25,510.6731406114392,516.4727417364818,508.5705533229623,511.9088439941406,19125700
2025-07-28,512.2775105607909,513.1942677567645,508.3313735189307,510.7030334472656,14308000
2025-07-29,513.7224399565682,515.8050777848653,509.7663282358281,510.7727966308594,16469200
2025-07-30,513.3636552782116,514.1409495778635,507.6537656967309,511.4404296875,26380400
2025-07-31,553.2831833968122,553.5024436401114,530.0350289229713,531.62939453125,51617300
2025-08-01,533.1241706958108,533.9213535531813,519.0337340919326,522.2723388671875,28977600
2025-08-04,526.4177481275262,536.3627358241171,526.2782244119826,533.7619018554688,25349000
2025-08-05,535.2964641743647,535.41603854948,525.3913146279989,525.8995361328125,19171600
2025-08-06,529.0385508551038,529.8357336828143,522.1926437275052,523.0994262695312,21355700
2025-08-07,524.9529190734887,526.2384349946553,515.7353514691818,519.0138549804688,16079100
2025-08-08,520.7676288144971,522.8204035830947,517.5888112007746,520.2095947265625,15531000
2025-08-11,520.4686618064882,525.7401525514866,517.8976909591346,519.9405517578125,20194400
2025-08-12,521.9135974657331,529.1182277589118,520.8672912006765,527.3843383789062,18667000
2025-08-13,530.2443026581628,530.8322607629538,517.5489813455309,518.7547607421875,19619200
2025-08-14,520.7277467800332,524.1058750288076,518.3162490497452,520.6480102539062,20269100
2025-08-15,520.9370505811125,524.255330935539,517.2599862571353,518.3461303710938,25213300
2025-08-18,519.7611730136332,520.9868407954262,512.2177084457264,515.286865234375,23760600
2025-08-19,513.1942782099028,513.3536904476517,506.7668813962475,507.9826049804688,21481000
2025-08-20,508.0822507382742,509.2082935133009,502.6712971096552,503.9468078613281,27723000
2025-08-21,502.7490438063696,506.68168580920974,501.7808546744913,503.2980041503906,18443300
2025-08-22,503.3079962424447,509.77590173606455,501.471437254012,506.2824401855469,24324200
2025-08-25,505.6835608535286,507.2406441544574,503.1782400793436,503.3179931640625,21638600
2025-08-26,503.4177851675948,504.0366525259624,497.5787379824689,501.1021423339844,30835700
2025-08-27,501.0621996360583,506.3423257667597,498.96611661319633,505.7933349609375,17277900
2025-08-28,506.1426727693108,510.1352001425548,504.5556467937143,508.68792724609375,18015600
2025-08-29,507.7097597194238,508.64800611235046,503.5475364264987,505.7434387207031,20961600
2025-09-02,499.53505401941584,505.0547219959289,495.8818877505013,504.1763610839844,18128000
2025-09-03,502.8488615493355,506.8413890153064,501.3816064871684,504.4059448242188,16345100
2025-09-04,503.3578996917829,507.2007135584804,502.2100541109688,507.0210571289063,15509500
2025-09-05,508.1190099054552,511.0135863020471,491.4501951138555,494.0752868652344,31994800
2025-09-08,497.1794589519428,500.2637132839748,494.10522614671714,497.2693176269531,16771000
2025-09-09,500.4932596555404,501.3117351050236,496.7702472499717,497.4789123535156,14410500
2025-09-10,502.04038173392,502.2899147028095,495.7920664455459,499.4352416992188,21611800
2025-09-11,501.3117399538871,502.2300346920423,496.9499084839274,500.0740661621094,18881600
2025-09-12,505.70352006176233,511.5924921682234,502.9087629314118,508.9474487304688,23624900
