Date,Open,High,Low,Close,Volume
2025-01-02,247.8092203593721,247.9784683255357,240.73124671787497,242.75210571289065,55740700
2025-01-03,242.26431274414065,243.080612931882,240.80092995907523,242.26431274414065,40244100
2025-01-06,243.2100158477468,246.2164228483008,242.10501290586,243.89691162109372,45045600
2025-01-07,241.8859985205852,244.44443460073455,240.263347789176,241.11947631835935,40856000
2025-01-08,240.83076714912372,242.61271628247303,238.96919157849695,241.6072540283203,37628900
2025-01-10,238.9293914792433,239.07872524452853,231.9509582467745,235.78363037109372,61710900
2025-01-13,232.47855694506205,233.61342361918983,228.68571346021636,233.3446350097656,49630700
2025-01-14,233.69305795736565,235.0568847872792,231.4233246799516,232.22967529296875,39435300
2025-01-15,233.58354315722423,237.88409983929475,233.37448198930957,236.7989959716797,39832000
2025-01-16,236.28136958651152,236.9383864807084,227.0033243432251,227.23228454589844,71759100
2025-01-17,231.07489856287185,231.24413133243607,227.4512878984511,228.9445343017578,68488300
2025-01-21,222.9914505136237,223.40955766052627,218.39225670760808,221.6375732421875,98070400
2025-01-22,218.80041619812283,223.1109227348787,218.80041619812283,222.82223510742188,64126500
2025-01-23,223.72813912330528,226.00782197454976,221.29912251598503,222.6529998779297,60234800
2025-01-24,223.7679421578224,224.614121166801,220.4131202139208,221.7769470214844,54697900
2025-01-27,223.01138591977585,231.10477141655377,222.9715575076631,228.82508850097656,94863400
2025-01-28,229.81063008981928,239.1085741517517,229.7708016788408,237.187255859375,75707600
2025-01-29,233.0658900359753,238.78005164957875,232.9563846938824,238.2823028564453,45486100
2025-01-30,237.59540286874545,239.70585285329432,236.14198492507637,236.520263671875,55658300
2025-01-31,246.07705979363328,246.07705979363328,232.3889674810629,234.93743896484372,100959800
2025-02-03,228.9544945887561,230.78620649590428,224.6838014511222,226.9833984375,73063300
2025-02-04,226.2268315478868,232.0803623471157,225.62952690670863,231.75184631347656,45067300
2025-02-05,227.50106167329412,231.62242106375825,227.2422377698664,231.4233245849609,39620300
2025-02-06,230.24863411824003,232.74734282564023,229.392505571298,232.16995239257807,29925300
2025-02-07,231.55275755143825,232.946448173879,226.236788599926,226.60513305664065,39707200
2025-02-10,228.7876615470872,229.8041745661949,226.4257278690688,226.8741912841797,33115600
2025-02-11,227.42233485023965,234.42837673351207,227.3525813044295,231.8272705078125,53718400
2025-02-12,230.41209906543347,236.15247950770552,229.89386689621963,236.06277465820312,45243300
2025-02-13,236.10264318513748,241.514131106333,234.7672133917818,240.70689392089844,53614100
2025-02-14,240.4278591482801,244.71320848741047,240.16875066053348,243.76644897460935,40896200
2025-02-18,243.31796980618805,244.34445851455,241.0158443494388,243.6368865966797,48822500
2025-02-19,243.8262313730556,245.1716216090192,242.33134319523683,244.03550720214844,32204200
2025-02-20,244.10528213544583,245.9390080304084,243.45748811790236,244.99224853515625,32316900
2025-02-21,245.11182656230832,247.84249441981407,244.38431857946645,244.71319580078125,53197400
2025-02-24,244.0953010258401,248.0119159709633,243.5870445183064,246.25791931152344,51326400
2025-02-25,247.15485528022737,249.14803959700345,244.0753891604379,246.1981201171875,48013300
2025-02-26,243.49736566903923,244.14514449402503,238.3150894487839,239.5408935546875,44433600
2025-02-27,238.5941277716784,241.6337368385667,236.25213016109493,236.49131774902344,41153600
2025-02-28,236.1425036842072,241.2649866571528,229.41550676334808,241.01583862304688,56833400
2025-03-03,240.96600727263493,243.1983791446907,235.30537120652147,237.2188262939453,47184000
2025-03-04,236.8999245639949,239.25188262538288,233.88023638606123,235.1259765625,53798100
2025-03-05,234.6177134735288,235.7438674276595,228.44880585950324,234.93663024902344,47227600
2025-03-06,233.64107919926064,237.0494227188423,232.36544239217005,234.52804565429688,45170400
2025-03-07,234.3087831583753,240.54744460053885,233.95996981993864,238.2552947998047,46273600
2025-03-10,234.73730306532093,235.35520052510583,223.45588808739055,226.70477294921875,72071200
2025-03-11,223.0472821864493,225.0703629938446,216.7089556312574,220.08740234375,76137400
2025-03-12,219.3897895710681,220.99430349899413,214.177617020402,216.2405548095703,62547500
2025-03-13,215.2140602896052,216.1010266475969,207.70972301630272,208.9654235839844,61368300
2025-03-14,210.53007941159925,213.22087501834247,208.86577244295887,212.762451171875,60107600
2025-03-17,212.58305520506437,214.48654973692535,209.25444129100023,213.2707061767578,48073400
2025-03-18,213.43018643369248,214.4168029665515,210.769287119016,211.96519470214844,42432400
2025-03-19,213.4899568048476,218.0144781615262,213.0215573102422,214.5064849853516,54385400
2025-03-20,213.2607660976187,216.7488387280272,211.49679368091097,213.37039184570312,48862900
2025-03-21,210.83902892918795,218.09421843072647,210.55998434888176,217.5261688232422,94127800
2025-03-24,220.24685206675267,220.72521201243575,217.8351010318318,219.97776794433597,44299500
2025-03-25,220.0176475207108,223.3363011191594,219.32999652191663,222.98748779296875,34493600
2025-03-26,222.7483031053444,224.25316696482244,219.71866969932236,220.77505493164065,34466100
2025-03-27,220.6355499214609,224.22328797900445,219.8083765580053,223.0871734619141,37094800
2025-03-28,220.91458161653455,223.04728822423488,216.93817343567548,217.1574249267578,39818600
2025-03-31,216.2704542730732,224.8511131847691,215.49311362240712,221.37301635742188,65299300
2025-04-01,219.0609113529448,222.91771798921508,218.15400887457568,222.4293975830078,36412700
2025-04-02,220.56578026164416,224.4225869866718,220.2667995775576,223.12701416015625,35905900
2025-04-03,204.8395255545537,206.782892239196,200.56415230327437,202.4975433349609,103419000
2025-04-04,193.2292544699453,199.19884701911505,186.70157274086588,187.738037109375,125910900
2025-04-07,176.59612158290105,193.48835506739644,174.02491207450518,180.84161376953125,160466300
2025-04-08,186.06374707733983,189.6913418115003,168.63336050772435,171.83241271972656,120859500
2025-04-09,171.3640242168161,199.9263600631265,171.30423111843703,198.17236328125,184395900
2025-04-10,188.42568213047016,194.1162147014944,182.37636057603893,189.7710723876953,121880000
2025-04-11,185.4658080204705,198.85999394662437,185.4259358180616,197.4747314453125,87435900
2025-04-14,210.7194495182335,212.2143377637297,200.47448329230923,201.8298492431641,101352900
2025-04-15,201.1720815277121,202.81645240683693,199.11910423874315,201.4511260986328,51343900
2025-04-16,197.68401406478424,200.01603598224625,191.71442177543543,193.6079559326172,59732400
2025-04-17,196.5279673080365,198.15241736523092,193.75744237056688,196.3087158203125,52164700
2025-04-21,192.61136524453693,193.13955785695288,189.1631497833642,192.50173950195312,46742500
2025-04-22,195.45165216386687,200.9030125684292,195.3021694205859,199.059326171875,52976400
2025-04-23,205.29797863560773,207.29116289420588,202.1088868632085,203.9027557373047,52929200
2025-04-24,204.1917755069081,208.11835121294007,202.2484237558185,207.659912109375,47311000
2025-04-25,205.66671618569228,209.0352025034097,205.49729734578435,208.5668029785156,38222300
2025-04-28,209.2843516085664,210.7792398343419,206.7530142372406,209.4238739013672,38743100
2025-04-29,207.978817902887,211.51672307140856,207.6599011161091,210.490234375,36827600
2025-04-30,208.5867412723437,212.8521544830753,205.96569903614,211.7758331298828,52286500
2025-05-01,208.3674918385056,213.82881264887996,208.18809734114117,212.59304809570312,57365700
2025-05-02,205.3876606767868,206.2846026840361,201.47106105284277,204.6501922607422,101010600
2025-05-05,202.4078790317576,203.4044712176219,197.5345438511527,198.21221923828125,69018500
2025-05-06,197.5345306234426,199.96620262041336,196.34858356859348,197.83349609375,51216500
2025-05-07,198.49125449640596,198.7603386318323,192.591430858442,195.58120727539065,68536700
2025-05-08,197.04619801698016,199.3682595147921,194.0165494128041,196.8169860839844,50478900
2025-05-09,198.32183886048443,199.85658408831688,196.86680762308345,197.8534393310547,36453900
2025-05-12,210.5267672009768,210.826139966164,206.31563192374185,210.34713745117188,63775800
2025-05-13,209.98788789546765,212.95164926547025,208.5608995756232,212.48263549804688,51909300
2025-05-14,211.98367663769176,213.49051386836732,210.13757262915965,211.88389587402344,49325800
2025-05-15,210.506803034962,212.51258988469863,209.0997617101353,211.00575256347656,45029500
2025-05-16,211.9138418912236,212.12340739052024,209.3292870180407,210.81614685058597,54737900
2025-05-19,207.47318710280223,209.0398806327114,203.83084657536088,208.3413543701172,46140500
2025-05-20,207.23369558110693,208.03201787298204,204.5992426766309,206.42539978027344,42496600
2025-05-21,204.73893602091724,206.60500227852876,200.28831500749223,201.6654052734375,59211800
2025-05-22,200.2883071907537,202.32401437172413,199.28041949489236,200.9369354248047,46742400
2025-05-23,193.2631118604188,197.28464391104225,193.05356158182016,194.85975646972656,78432900
2025-05-27,197.8833769105113,200.31825293342968,197.01519441683536,199.78936767578125,56288500
2025-05-28,200.1685576295096,202.30406088976383,199.4800048802265,199.99891662597656,45339700
2025-05-29,203.15228556391767,203.38179807643976,198.09293019267844,199.5299072265625,51396800
