Model,Order,Ticker,Year,N_Obs,MAE,RMSE,MAPE,Directional_Accuracy
ARIMA,"(1, 1, 1)",MSFT,2025,69,10.706798131050222,13.875392131860865,2.102731753972514,0.4264705882352941
