Model,Order,Ticker,Year,N_Obs,MAE,RMSE,MAPE,Directional_Accuracy
ARIMA,"(1, 1, 1)",NVDA,2025,69,9.543047734453369,12.272614375839714,5.029707987390887,0.47058823529411764
