Model,Order,Ticker,Year,N_Obs,MAE,RMSE,MAPE,Directional_Accuracy
ARIMA,"(1, 1, 1)",TSLA,2025,69,89.05532721070504,97.68208068364885,20.739540000767505,0.3088235294117647
