Date,rolling_return,rolling_vol,ma_dist,cluster
2025-03-17,-0.01861162291023331,0.051155639066579384,-0.3166613492920266,2
2025-03-18,-0.021036489131850987,0.0516169174736578,-0.3473535581209508,2
2025-03-19,-0.019606005378012235,0.0531360386202299,-0.30981325349931566,2
2025-03-20,-0.018666983334658077,0.05334846289626865,-0.3014973626010251,2
2025-03-21,-0.013690184223977525,0.05519284140567703,-0.2583011834751642,2
2025-03-24,-0.006647315226831485,0.06262725449626541,-0.16397838302730194,2
2025-03-25,-0.0007013950715038187,0.06051677026250292,-0.12912274940104163,2
2025-03-26,-0.0015102021366383389,0.0611690184193293,-0.17114717905091492,2
2025-03-27,0.00020810724974748007,0.06079532699777288,-0.16159204310031305,2
2025-03-28,-0.00350165975584118,0.060559167496265776,-0.18273701169483603,2
2025-03-31,-0.0029129142166084477,0.0603609549928681,-0.18856703720543522,2
2025-04-01,0.001096340128833112,0.06012984623754682,-0.1510470032050325,2
2025-04-02,0.002462079864668959,0.0610276125726442,-0.09776237067495286,2
2025-04-03,0.00252842774538678,0.06096131037182566,-0.13903402672899134,2
2025-04-04,-0.002533430226161498,0.06547690207466692,-0.2200545542554817,2
2025-04-07,0.0038974613531955805,0.055318537796687155,-0.2313780132501544,2
2025-04-08,-0.00044964629581014103,0.05591484044175379,-0.26049476619213263,2
2025-04-09,0.00709840301558255,0.07402562176998005,-0.08502229364731517,2
2025-04-10,0.004954778630665346,0.07575303007678416,-0.14370899638778678,2
2025-04-11,0.003004923893263278,0.0753411020197897,-0.13533302105442901,2
2025-04-14,0.005407044163848007,0.07439311781724404,-0.1260763237066298,2
2025-04-15,0.008423719628501214,0.07309668255092115,-0.11201207037367977,2
2025-04-16,0.003611129980713079,0.07360216517113767,-0.14692039306324456,2
2025-04-17,0.0034890742008070685,0.07360753227714571,-0.13923884516692275,2
2025-04-21,-0.0020189188504119993,0.07385278193032235,-0.18011577147339908,2
2025-04-22,-0.00568460974442696,0.06918421213890187,-0.13467090421674377,2
2025-04-23,-0.004752637938174731,0.0698834491164652,-0.0815566087165901,2
2025-04-24,-0.00021350055249099164,0.06933901770820522,-0.044604008247431826,2
2025-04-25,0.004491395807172655,0.07274401334211134,0.05305213951196319,2
2025-04-28,0.006408327774683836,0.07214920877726672,0.06198820951248818,2
2025-04-29,0.008316808893612266,0.07201167058871165,0.09000174798015026,2
2025-04-30,0.004832658856009387,0.07229281926043335,0.05884914635338778,2
2025-05-01,0.001878698470267809,0.07141122954156437,0.05905675669460031,2
2025-05-02,0.005808432868107216,0.07028481927653944,0.08984284659857944,2
2025-05-05,0.009808413343903515,0.06582999595055938,0.06813488654891087,2
2025-05-06,0.01021465224140063,0.06562445010032607,0.05385432767805498,2
2025-05-07,0.012822371269871563,0.06416787732907085,0.05933942086375765,2
2025-05-08,0.003034107590648233,0.04027717260605097,0.09282281221166944,0
2025-05-09,0.009030527627967605,0.03721300018466113,0.14296009159684586,1
2025-05-12,0.012421250947954982,0.03934131418561832,0.21769130074779164,1
2025-05-13,0.014877359529115536,0.040062214944450426,0.2728881529032672,1
2025-05-14,0.01656563460969788,0.04042149659658207,0.3171532644303967,1
2025-05-15,0.01833808833571009,0.03808513395334794,0.29250153532454326,1
2025-05-16,0.019419629653041066,0.037820903220453145,0.3109426848964485,1
2025-05-19,0.02116560162464522,0.03476761363543836,0.27380967265857126,1
2025-05-20,0.01911736149891043,0.034431234253880706,0.2687553245073686,1
2025-05-21,0.015096338180543905,0.03487763245574761,0.22539646645457467,1
2025-05-22,0.014306813017951498,0.03458138652573008,0.2404621343915634,1
2025-05-23,0.009156028102659097,0.028611189681022425,0.22548327119445744,1
2025-05-27,0.012462816726696769,0.03156385339148309,0.2999299757092342,1
2025-05-28,0.010561869882596487,0.03212992440992351,0.2676751400900439,1
2025-05-29,0.012466109515226914,0.030446997819190517,0.2611830560361157,1
2025-05-30,0.01108694505128181,0.03190819912544161,0.20965006973989841,1
2025-06-02,0.009350443442144645,0.03212145773065487,0.18766072225796027,1
2025-06-03,0.010790883468525336,0.03116967722473994,0.18528557137004076,1
2025-06-04,0.009892086366072611,0.032268784570422954,0.1390048605660834,1
2025-06-05,0.0026041596099185384,0.04697710709893609,-0.02318549518921853,0
2025-06-06,0.00288093767627941,0.04716996024076866,0.011033235492928117,0
2025-06-09,0.002798433110126558,0.0470897597932686,0.05451212675195394,0
2025-06-10,0.0022627293217205415,0.04637092043492168,0.10960631774000773,0
2025-06-11,-0.00014917542379477288,0.04503182062342145,0.10570126194341278,0
2025-06-12,-0.0033073930437010402,0.044220865931301735,0.07721032006945538,0
2025-06-13,-0.001637022782065134,0.04442704848820471,0.094993937596898,0
2025-06-16,-0.0020941696868813755,0.044229698141823835,0.10325840211783643,0
2025-06-17,-0.0029084422354229422,0.04477257640887709,0.054978977409546825,0
2025-06-18,-0.002260403289587093,0.04498722182797678,0.06766693590900297,0
2025-06-20,-0.0009054116138177692,0.044617119513201145,0.060975819429784694,0
2025-06-23,0.002251254721989909,0.04820267460025135,0.14255902056085046,0
2025-06-24,0.0013231980968145761,0.04852691444969519,0.10925404799686156,0
2025-06-25,-0.004044154879255057,0.046495054615810404,0.06195414902114038,0
2025-06-26,-0.0034890191767452173,0.046404621158714056,0.05121044548125542,0
2025-06-27,-0.004033341114276373,0.04637244693632761,0.03960877729871415,0
2025-06-30,-0.0032859085760196414,0.045993196422211224,0.015465674499413717,0
2025-07-01,-0.005409784548160973,0.04732391789475277,-0.04235170760798135,0
