Date,rolling_return,rolling_vol,ma_dist,cluster
2025-03-17,-0.002249952406504924,0.01607353067664948,-0.05485455047947663,1
2025-03-18,-0.003064407706958633,0.016207633895820302,-0.06589539157605528,1
2025-03-19,-0.003129967585507737,0.01614378997879269,-0.053823735556076,1
2025-03-20,-0.003520847091980611,0.016023367527971715,-0.054361862234331815,1
2025-03-21,-0.00199792203710254,0.01591857912898873,-0.04213979845437643,1
2025-03-24,-0.0012496795919246738,0.015858744219633743,-0.036238833251885816,1
2025-03-25,-0.0002301477975086452,0.015574424472665976,-0.03004732524219078,1
2025-03-26,-0.0011168058721778007,0.015788323707692814,-0.04154512385288667,1
2025-03-27,-0.00013798483403861805,0.01528453159914141,-0.03889991860649733,1
2025-03-28,-0.0022141092193235677,0.016418219321551956,-0.06574176332401716,1
2025-03-31,-0.0015936538386250587,0.015880228233657607,-0.07193902442870637,1
2025-04-01,-0.0007033778582062833,0.01648027048349853,-0.05297464118539408,1
2025-04-02,-0.0023066310656148946,0.014589260253932273,-0.05095831418611407,1
2025-04-03,-0.0029732099571633474,0.015262648837229434,-0.07004955895735276,1
2025-04-04,-0.004300492429924957,0.016884283939757983,-0.09926368738095948,1
2025-04-07,-0.002903900547030297,0.015441166090515518,-0.10037763948553824,1
2025-04-08,-0.0034031253026375165,0.015477732806386105,-0.10511319127492569,1
2025-04-09,0.0012931076136394049,0.02806387762907881,-0.011643510712746608,2
2025-04-10,0.0007098437029792126,0.028467354449251456,-0.03183218328545989,2
2025-04-11,0.00034840148167251673,0.028175796680514554,-0.01251770535100638,2
2025-04-14,0.0002480065781843233,0.028179329062974844,-0.012818676934217899,2
2025-04-15,0.0006461610791477057,0.028033314743683563,-0.016893683587136277,2
2025-04-16,-0.001744735001270159,0.02910347060479189,-0.05094935341542872,2
2025-04-17,-0.0021337136116509224,0.029166395324275014,-0.058582124563864024,2
2025-04-21,-0.003882343648928993,0.029358396110937584,-0.07811269487476413,2
2025-04-22,-0.0030428540482014877,0.029851175472838547,-0.05630590999203544,2
2025-04-23,-0.0022755941974044345,0.030270926239872174,-0.03499368226887711,2
2025-04-24,0.00010523479427791415,0.03122933011264322,-0.0005163194535933169,2
2025-04-25,0.0006144296044359565,0.03133720775931681,0.012080850885668681,2
2025-04-28,0.002034401973555261,0.030501615933166658,0.011268195253463675,2
2025-04-29,0.0028526406259867464,0.030409331239142794,0.019429330023013947,2
2025-04-30,0.0021017245264069563,0.030197317573758164,0.023303548025732868,2
2025-05-01,0.005920938718025787,0.034433360253769925,0.10068099236118733,2
2025-05-02,0.008263711686931213,0.0339068890953406,0.1251295923010729,2
2025-05-05,0.010144237930701776,0.0323555760154223,0.12580281396904747,2
2025-05-06,0.010091502657602674,0.032383267799329436,0.11673115267152911,2
2025-05-07,0.010557194287038201,0.03215709676466719,0.11479725661777618,2
2025-05-08,0.006046485776635785,0.024061262407767573,0.1249718817959582,0
2025-05-09,0.0072807061486159005,0.02308421654355556,0.12374368152749748,0
2025-05-12,0.007549861451968431,0.023254121530494554,0.14764185321358325,0
2025-05-13,0.007618886710000184,0.023227417351354127,0.1437911412693058,0
2025-05-14,0.008310084512774568,0.023025569020905252,0.14970129875567206,0
2025-05-15,0.01025318809687098,0.02054141327609969,0.14920644137420402,0
2025-05-16,0.01089430564740238,0.020060420407555575,0.14871200232284232,0
2025-05-19,0.012577943546462684,0.018358567321347306,0.15646734693603181,0
2025-05-20,0.011429604568698747,0.018492777279979944,0.15014041320985871,0
2025-05-21,0.009786634740740336,0.01908201047443587,0.13194451994622525,0
2025-05-22,0.008315502321747121,0.018191238096178987,0.13357286597882112,0
2025-05-23,0.007213657696780801,0.018634376575833545,0.11789215730486857,0
2025-05-27,0.008469007098386832,0.0188425008251622,0.13986699083684173,0
2025-05-28,0.0077394582041946155,0.019167257695646693,0.12775629010942002,0
2025-05-29,0.007728960785202655,0.01916999190295968,0.1267955168267223,0
2025-05-30,0.00409941130673358,0.01036116419221044,0.12686697477817255,0
2025-06-02,0.003113017683500352,0.009332531138154845,0.12662514758673393,0
2025-06-03,0.0031190164580158107,0.00933184680885596,0.1250893752787594,0
2025-06-04,0.003544067026769249,0.00905748984536367,0.1233720370014526,0
2025-06-05,0.0039501247508847755,0.00907662024112128,0.12859507751522892,0
2025-06-06,0.0036826516926868223,0.008931796994129323,0.13068366794893538,0
2025-06-09,0.0038706782968474405,0.008918082186492045,0.1318703735075386,0
2025-06-10,0.0024770727437308016,0.007701557170211199,0.12250015610759113,0
2025-06-11,0.0026709242158561687,0.007677605995474875,0.12131799305437418,0
2025-06-12,0.0029091030278859675,0.007936203158417624,0.13092071152755413,0
2025-06-13,0.0023880452979592793,0.008314426611321991,0.11675369703029848,0
2025-06-16,0.0027022923722558267,0.00843737379770896,0.1209568081232475,0
2025-06-17,0.002081199053297933,0.008318495718022408,0.11219783563490227,0
2025-06-18,0.0023875730601827403,0.008291466546666596,0.1109559745780091,0
2025-06-20,0.0027030190593240076,0.007812553111758127,0.09811213921185624,0
2025-06-23,0.0033507281072375217,0.008522941041078744,0.11296692614190462,0
2025-06-24,0.004288008983125524,0.007955910827222645,0.11678024386118535,0
2025-06-25,0.003341061694989933,0.006575479018006755,0.11638389070227051,0
2025-06-26,0.004228610184595877,0.006264407445885813,0.12251298468733673,0
2025-06-27,0.003932530610271284,0.006467833466518766,0.11353156772468354,0
2025-06-30,0.0038976036725195395,0.006471253006015781,0.11052465304147896,0
2025-07-01,0.003183943522517346,0.007257042806145443,0.09246293069882738,0
